model,precision,phase,tokens,operator,arithmetic,calls,flops
TinyStories-Instruct-28M,fp32,decode,2048,Embedding,fp32,2,0
TinyStories-Instruct-28M,bf16,decode,2048,Linear (lm_head),bf16,1,51463168
TinyStories-Instruct-28M,bf16,decode,2048,Linear,bf16,48,50356224
TinyStories-Instruct-28M,bf16,decode,2048,GroupedQueryAttention,bf16,8,33816576
TinyStories-Instruct-28M,bf16,decode,2048,Softmax,bf16,8,1310720
TinyStories-Instruct-28M,bf16,decode,2048,GELU,bf16,8,147456
TinyStories-Instruct-28M,bf16,decode,2048,LayerNorm,bf16,17,52292
TinyStories-Instruct-28M,bf16,decode,2048,Embedding,bf16,2,0
TinyStories-Instruct-28M,int8,decode,2048,Linear (lm_head),fp32,1,51463168
TinyStories-Instruct-28M,int8,decode,2048,Linear,int8,48,50356224
TinyStories-Instruct-28M,int8,decode,2048,GroupedQueryAttention,fp32,8,33816576
TinyStories-Instruct-28M,int8,decode,2048,Softmax,fp32,8,1310720
TinyStories-Instruct-28M,int8,decode,2048,Quantize,fp32,48,147456
TinyStories-Instruct-28M,int8,decode,2048,GELU,fp32,8,147456
TinyStories-Instruct-28M,int8,decode,2048,Dequantize,fp32,48,73728
TinyStories-Instruct-28M,int8,decode,2048,LayerNorm,fp32,17,52292
TinyStories-Instruct-28M,int8,decode,2048,Embedding,fp32,2,0
TinyStories-Instruct-28M,int4,decode,2048,Linear (lm_head),fp32,1,51463168
TinyStories-Instruct-28M,int4,decode,2048,Linear,fp32,48,50356224
TinyStories-Instruct-28M,int4,decode,2048,GroupedQueryAttention,fp32,8,33816576
TinyStories-Instruct-28M,int4,decode,2048,Dequantize,fp32,48,25165824
TinyStories-Instruct-28M,int4,decode,2048,Softmax,fp32,8,1310720
TinyStories-Instruct-28M,int4,decode,2048,GELU,fp32,8,147456
TinyStories-Instruct-28M,int4,decode,2048,LayerNorm,fp32,17,52292
TinyStories-Instruct-28M,int4,decode,2048,Embedding,fp32,2,0
TinyStories-Instruct-33M,fp32,prefill,1,Linear (lm_head),fp32,1,77194752
TinyStories-Instruct-33M,fp32,prefill,1,Linear,fp32,24,56641536
TinyStories-Instruct-33M,fp32,prefill,1,GELU,fp32,4,110592
TinyStories-Instruct-33M,fp32,prefill,1,LayerNorm,fp32,9,41508
TinyStories-Instruct-33M,fp32,prefill,1,GroupedQueryAttention,fp32,4,12352
TinyStories-Instruct-33M,fp32,prefill,1,Softmax,fp32,4,320
TinyStories-Instruct-33M,fp32,prefill,1,Embedding,fp32,2,0
TinyStories-Instruct-33M,bf16,prefill,1,Linear (lm_head),bf16,1,77194752
TinyStories-Instruct-33M,bf16,prefill,1,Linear,bf16,24,56641536
TinyStories-Instruct-33M,bf16,prefill,1,GELU,bf16,4,110592
TinyStories-Instruct-33M,bf16,prefill,1,LayerNorm,bf16,9,41508
TinyStories-Instruct-33M,bf16,prefill,1,GroupedQueryAttention,bf16,4,12352
TinyStories-Instruct-33M,bf16,prefill,1,Softmax,bf16,4,320
TinyStories-Instruct-33M,bf16,prefill,1,Embedding,bf16,2,0
TinyStories-Instruct-33M,int8,prefill,1,Linear (lm_head),fp32,1,77194752
TinyStories-Instruct-33M,int8,prefill,1,Linear,int8,24,56641536
TinyStories-Instruct-33M,int8,prefill,1,Quantize,fp32,24,110592
TinyStories-Instruct-33M,int8,prefill,1,GELU,fp32,4,110592
TinyStories-Instruct-33M,int8,prefill,1,Dequantize,fp32,24,55296
TinyStories-Instruct-33M,int8,prefill,1,LayerNorm,fp32,9,41508
TinyStories-Instruct-33M,int8,prefill,1,GroupedQueryAttention,fp32,4,12352
TinyStories-Instruct-33M,int8,prefill,1,Softmax,fp32,4,320
TinyStories-Instruct-33M,int8,prefill,1,Embedding,fp32,2,0
TinyStories-Instruct-33M,int4,prefill,1,Linear (lm_head),fp32,1,77194752
TinyStories-Instruct-33M,int4,prefill,1,Linear,fp32,24,56641536
TinyStories-Instruct-33M,int4,prefill,1,Dequantize,fp32,24,28311552
TinyStories-Instruct-33M,int4,prefill,1,GELU,fp32,4,110592
TinyStories-Instruct-33M,int4,prefill,1,LayerNorm,fp32,9,41508
TinyStories-Instruct-33M,int4,prefill,1,GroupedQueryAttention,fp32,4,12352
TinyStories-Instruct-33M,int4,prefill,1,Softmax,fp32,4,320
TinyStories-Instruct-33M,int4,prefill,1,Embedding,fp32,2,0
TinyStories-Instruct-33M,fp32,prefill,2,Linear (lm_head),fp32,1,154389504
TinyStories-Instruct-33M,fp32,prefill,2,Linear,fp32,24,113283072
TinyStories-Instruct-33M,fp32,prefill,2,GELU,fp32,4,221184
TinyStories-Instruct-33M,fp32,prefill,2,LayerNorm,fp32,9,83016
TinyStories-Instruct-33M,fp32,prefill,2,GroupedQueryAttention,fp32,4,49408
TinyStories-Instruct-33M,fp32,prefill,2,Softmax,fp32,4,1280
TinyStories-Instruct-33M,fp32,prefill,2,Embedding,fp32,2,0
TinyStories-Instruct-33M,bf16,prefill,2,Linear (lm_head),bf16,1,154389504
TinyStories-Instruct-33M,bf16,prefill,2,Linear,bf16,24,113283072
TinyStories-Instruct-33M,bf16,prefill,2,GELU,bf16,4,221184
TinyStories-Instruct-33M,bf16,prefill,2,LayerNorm,bf16,9,83016
TinyStories-Instruct-33M,bf16,prefill,2,GroupedQueryAttention,bf16,4,49408
TinyStories-Instruct-33M,bf16,prefill,2,Softmax,bf16,4,1280
TinyStories-Instruct-33M,bf16,prefill,2,Embedding,bf16,2,0
TinyStories-Instruct-33M,int8,prefill,2,Linear (lm_head),fp32,1,154389504
TinyStories-Instruct-33M,int8,prefill,2,Linear,int8,24,113283072
TinyStories-Instruct-33M,int8,prefill,2,Quantize,fp32,24,221184
TinyStories-Instruct-33M,int8,prefill,2,GELU,fp32,4,221184
TinyStories-Instruct-33M,int8,prefill,2,Dequantize,fp32,24,110592
TinyStories-Instruct-33M,int8,prefill,2,LayerNorm,fp32,9,83016
TinyStories-Instruct-33M,int8,prefill,2,GroupedQueryAttention,fp32,4,49408
TinyStories-Instruct-33M,int8,prefill,2,Softmax,fp32,4,1280
TinyStories-Instruct-33M,int8,prefill,2,Embedding,fp32,2,0
TinyStories-Instruct-33M,int4,prefill,2,Linear (lm_head),fp32,1,154389504
TinyStories-Instruct-33M,int4,prefill,2,Linear,fp32,24,113283072
TinyStories-Instruct-33M,int4,prefill,2,Dequantize,fp32,24,28311552
TinyStories-Instruct-33M,int4,prefill,2,GELU,fp32,4,221184
TinyStories-Instruct-33M,int4,prefill,2,LayerNorm,fp32,9,83016
TinyStories-Instruct-33M,int4,prefill,2,GroupedQueryAttention,fp32,4,49408
TinyStories-Instruct-33M,int4,prefill,2,Softmax,fp32,4,1280
TinyStories-Instruct-33M,int4,prefill,2,Embedding,fp32,2,0
TinyStories-Instruct-33M,fp32,prefill,4,Linear (lm_head),fp32,1,308779008
TinyStories-Instruct-33M,fp32,prefill,4,Linear,fp32,24,226566144
TinyStories-Instruct-33M,fp32,prefill,4,GELU,fp32,4,442368
TinyStories-Instruct-33M,fp32,prefill,4,GroupedQueryAttention,fp32,4,197632
TinyStories-Instruct-33M,fp32,prefill,4,LayerNorm,fp32,9,166032
TinyStories-Instruct-33M,fp32,prefill,4,Softmax,fp32,4,5120
TinyStories-Instruct-33M,fp32,prefill,4,Embedding,fp32,2,0
TinyStories-Instruct-33M,bf16,prefill,4,Linear (lm_head),bf16,1,308779008
TinyStories-Instruct-33M,bf16,prefill,4,Linear,bf16,24,226566144
TinyStories-Instruct-33M,bf16,prefill,4,GELU,bf16,4,442368
TinyStories-Instruct-33M,bf16,prefill,4,GroupedQueryAttention,bf16,4,197632
TinyStories-Instruct-33M,bf16,prefill,4,LayerNorm,bf16,9,166032
TinyStories-Instruct-33M,bf16,prefill,4,Softmax,bf16,4,5120
TinyStories-Instruct-33M,bf16,prefill,4,Embedding,bf16,2,0
TinyStories-Instruct-33M,int8,prefill,4,Linear (lm_head),fp32,1,308779008
TinyStories-Instruct-33M,int8,prefill,4,Linear,int8,24,226566144
TinyStories-Instruct-33M,int8,prefill,4,Quantize,fp32,24,442368
TinyStories-Instruct-33M,int8,prefill,4,GELU,fp32,4,442368
TinyStories-Instruct-33M,int8,prefill,4,Dequantize,fp32,24,221184
TinyStories-Instruct-33M,int8,prefill,4,GroupedQueryAttention,fp32,4,197632
TinyStories-Instruct-33M,int8,prefill,4,LayerNorm,fp32,9,166032
TinyStories-Instruct-33M,int8,prefill,4,Softmax,fp32,4,5120
TinyStories-Instruct-33M,int8,prefill,4,Embedding,fp32,2,0
TinyStories-Instruct-33M,int4,prefill,4,Linear (lm_head),fp32,1,308779008
TinyStories-Instruct-33M,int4,prefill,4,Linear,fp32,24,226566144
TinyStories-Instruct-33M,int4,prefill,4,Dequantize,fp32,24,28311552
TinyStories-Instruct-33M,int4,prefill,4,GELU,fp32,4,442368
TinyStories-Instruct-33M,int4,prefill,4,GroupedQueryAttention,fp32,4,197632
TinyStories-Instruct-33M,int4,prefill,4,LayerNorm,fp32,9,166032
TinyStories-Instruct-33M,int4,prefill,4,Softmax,fp32,4,5120
TinyStories-Instruct-33M,int4,prefill,4,Embedding,fp32,2,0
TinyStories-Instruct-33M,fp32,prefill,8,Linear (lm_head),fp32,1,617558016
TinyStories-Instruct-33M,fp32,prefill,8,Linear,fp32,24,453132288
TinyStories-Instruct-33M,fp32,prefill,8,GELU,fp32,4,884736
TinyStories-Instruct-33M,fp32,prefill,8,GroupedQueryAttention,fp32,4,790528
TinyStories-Instruct-33M,fp32,prefill,8,LayerNorm,fp32,9,332064
TinyStories-Instruct-33M,fp32,prefill,8,Softmax,fp32,4,20480
TinyStories-Instruct-33M,fp32,prefill,8,Embedding,fp32,2,0
TinyStories-Instruct-33M,bf16,prefill,8,Linear (lm_head),bf16,1,617558016
TinyStories-Instruct-33M,bf16,prefill,8,Linear,bf16,24,453132288
TinyStories-Instruct-33M,bf16,prefill,8,GELU,bf16,4,884736
TinyStories-Instruct-33M,bf16,prefill,8,GroupedQueryAttention,bf16,4,790528
TinyStories-Instruct-33M,bf16,prefill,8,LayerNorm,bf16,9,332064
TinyStories-Instruct-33M,bf16,prefill,8,Softmax,bf16,4,20480
TinyStories-Instruct-33M,bf16,prefill,8,Embedding,bf16,2,0
TinyStories-Instruct-33M,int8,prefill,8,Linear (lm_head),fp32,1,617558016
TinyStories-Instruct-33M,int8,prefill,8,Linear,int8,24,453132288
TinyStories-Instruct-33M,int8,prefill,8,Quantize,fp32,24,884736
TinyStories-Instruct-33M,int8,prefill,8,GELU,fp32,4,884736
TinyStories-Instruct-33M,int8,prefill,8,GroupedQueryAttention,fp32,4,790528
TinyStories-Instruct-33M,int8,prefill,8,Dequantize,fp32,24,442368
TinyStories-Instruct-33M,int8,prefill,8,LayerNorm,fp32,9,332064
TinyStories-Instruct-33M,int8,prefill,8,Softmax,fp32,4,20480
TinyStories-Instruct-33M,int8,prefill,8,Embedding,fp32,2,0
TinyStories-Instruct-33M,int4,prefill,8,Linear (lm_head),fp32,1,617558016
TinyStories-Instruct-33M,int4,prefill,8,Linear,fp32,24,453132288
TinyStories-Instruct-33M,int4,prefill,8,Dequantize,fp32,24,28311552
TinyStories-Instruct-33M,int4,prefill,8,GELU,fp32,4,884736
TinyStories-Instruct-33M,int4,prefill,8,GroupedQueryAttention,fp32,4,790528
TinyStories-Instruct-33M,int4,prefill,8,LayerNorm,fp32,9,332064
TinyStories-Instruct-33M,int4,prefill,8,Softmax,fp32,4,20480
TinyStories-Instruct-33M,int4,prefill,8,Embedding,fp32,2,0
TinyStories-Instruct-33M,fp32,prefill,16,Linear (lm_head),fp32,1,1235116032
TinyStories-Instruct-33M,fp32,prefill,16,Linear,fp32,24,906264576
TinyStories-Instruct-33M,fp32,prefill,16,GroupedQueryAttention,fp32,4,3162112
TinyStories-Instruct-33M,fp32,prefill,16,GELU,fp32,4,1769472
TinyStories-Instruct-33M,fp32,prefill,16,LayerNorm,fp32,9,664128
TinyStories-Instruct-33M,fp32,prefill,16,Softmax,fp32,4,81920
TinyStories-Instruct-33M,fp32,prefill,16,Embedding,fp32,2,0
TinyStories-Instruct-33M,bf16,prefill,16,Linear (lm_head),bf16,1,1235116032
TinyStories-Instruct-33M,bf16,prefill,16,Linear,bf16,24,906264576
TinyStories-Instruct-33M,bf16,prefill,16,GroupedQueryAttention,bf16,4,3162112
TinyStories-Instruct-33M,bf16,prefill,16,GELU,bf16,4,1769472
TinyStories-Instruct-33M,bf16,prefill,16,LayerNorm,bf16,9,664128
TinyStories-Instruct-33M,bf16,prefill,16,Softmax,bf16,4,81920
TinyStories-Instruct-33M,bf16,prefill,16,Embedding,bf16,2,0
TinyStories-Instruct-33M,int8,prefill,16,Linear (lm_head),fp32,1,1235116032
TinyStories-Instruct-33M,int8,prefill,16,Linear,int8,24,906264576
TinyStories-Instruct-33M,int8,prefill,16,GroupedQueryAttention,fp32,4,3162112
TinyStories-Instruct-33M,int8,prefill,16,Quantize,fp32,24,1769472
TinyStories-Instruct-33M,int8,prefill,16,GELU,fp32,4,1769472
TinyStories-Instruct-33M,int8,prefill,16,Dequantize,fp32,24,884736
TinyStories-Instruct-33M,int8,prefill,16,LayerNorm,fp32,9,664128
TinyStories-Instruct-33M,int8,prefill,16,Softmax,fp32,4,81920
TinyStories-Instruct-33M,int8,prefill,16,Embedding,fp32,2,0
TinyStories-Instruct-33M,int4,prefill,16,Linear (lm_head),fp32,1,1235116032
TinyStories-Instruct-33M,int4,prefill,16,Linear,fp32,24,906264576
TinyStories-Instruct-33M,int4,prefill,16,Dequantize,fp32,24,28311552
TinyStories-Instruct-33M,int4,prefill,16,GroupedQueryAttention,fp32,4,3162112
TinyStories-Instruct-33M,int4,prefill,16,GELU,fp32,4,1769472
TinyStories-Instruct-33M,int4,prefill,16,LayerNorm,fp32,9,664128
TinyStories-Instruct-33M,int4,prefill,16,Softmax,fp32,4,81920
TinyStories-Instruct-33M,int4,prefill,16,Embedding,fp32,2,0
TinyStories-Instruct-33M,fp32,prefill,32,Linear (lm_head),fp32,1,2470232064
TinyStories-Instruct-33M,fp32,prefill,32,Linear,fp32,24,1812529152
TinyStories-Instruct-33M,fp32,prefill,32,GroupedQueryAttention,fp32,4,12648448
TinyStories-Instruct-33M,fp32,prefill,32,GELU,fp32,4,3538944
TinyStories-Instruct-33M,fp32,prefill,32,LayerNorm,fp32,9,1328256
TinyStories-Instruct-33M,fp32,prefill,32,Softmax,fp32,4,327680
TinyStories-Instruct-33M,fp32,prefill,32,Embedding,fp32,2,0
TinyStories-Instruct-33M,bf16,prefill,32,Linear (lm_head),bf16,1,2470232064
TinyStories-Instruct-33M,bf16,prefill,32,Linear,bf16,24,1812529152
TinyStories-Instruct-33M,bf16,prefill,32,GroupedQueryAttention,bf16,4,12648448
TinyStories-Instruct-33M,bf16,prefill,32,GELU,bf16,4,3538944
TinyStories-Instruct-33M,bf16,prefill,32,LayerNorm,bf16,9,1328256
TinyStories-Instruct-33M,bf16,prefill,32,Softmax,bf16,4,327680
TinyStories-Instruct-33M,bf16,prefill,32,Embedding,bf16,2,0
TinyStories-Instruct-33M,int8,prefill,32,Linear (lm_head),fp32,1,2470232064
TinyStories-Instruct-33M,int8,prefill,32,Linear,int8,24,1812529152
TinyStories-Instruct-33M,int8,prefill,32,GroupedQueryAttention,fp32,4,12648448
TinyStories-Instruct-33M,int8,prefill,32,Quantize,fp32,24,3538944
TinyStories-Instruct-33M,int8,prefill,32,GELU,fp32,4,3538944
TinyStories-Instruct-33M,int8,prefill,32,Dequantize,fp32,24,1769472
TinyStories-Instruct-33M,int8,prefill,32,LayerNorm,fp32,9,1328256
TinyStories-Instruct-33M,int8,prefill,32,Softmax,fp32,4,327680
TinyStories-Instruct-33M,int8,prefill,32,Embedding,fp32,2,0
TinyStories-Instruct-33M,int4,prefill,32,Linear (lm_head),fp32,1,2470232064
TinyStories-Instruct-33M,int4,prefill,32,Linear,fp32,24,1812529152
TinyStories-Instruct-33M,int4,prefill,32,Dequantize,fp32,24,28311552
TinyStories-Instruct-33M,int4,prefill,32,GroupedQueryAttention,fp32,4,12648448
TinyStories-Instruct-33M,int4,prefill,32,GELU,fp32,4,3538944
TinyStories-Instruct-33M,int4,prefill,32,LayerNorm,fp32,9,1328256
TinyStories-Instruct-33M,int4,prefill,32,Softmax,fp32,4,327680
TinyStories-Instruct-33M,int4,prefill,32,Embedding,fp32,2,0
TinyStories-Instruct-33M,fp32,prefill,64,Linear (lm_head),fp32,1,4940464128
TinyStories-Instruct-33M,fp32,prefill,64,Linear,fp32,24,3625058304
TinyStories-Instruct-33M,fp32,prefill,64,GroupedQueryAttention,fp32,4,50593792
TinyStories-Instruct-33M,fp32,prefill,64,GELU,fp32,4,7077888
TinyStories-Instruct-33M,fp32,prefill,64,LayerNorm,fp32,9,2656512
TinyStories-Instruct-33M,fp32,prefill,64,Softmax,fp32,4,1310720
TinyStories-Instruct-33M,fp32,prefill,64,Embedding,fp32,2,0
TinyStories-Instruct-33M,bf16,prefill,64,Linear (lm_head),bf16,1,4940464128
TinyStories-Instruct-33M,bf16,prefill,64,Linear,bf16,24,3625058304
TinyStories-Instruct-33M,bf16,prefill,64,GroupedQueryAttention,bf16,4,50593792
TinyStories-Instruct-33M,bf16,prefill,64,GELU,bf16,4,7077888
TinyStories-Instruct-33M,bf16,prefill,64,LayerNorm,bf16,9,2656512
TinyStories-Instruct-33M,bf16,prefill,64,Softmax,bf16,4,1310720
TinyStories-Instruct-33M,bf16,prefill,64,Embedding,bf16,2,0
TinyStories-Instruct-33M,int8,prefill,64,Linear (lm_head),fp32,1,4940464128
TinyStories-Instruct-33M,int8,prefill,64,Linear,int8,24,3625058304
TinyStories-Instruct-33M,int8,prefill,64,GroupedQueryAttention,fp32,4,50593792
TinyStories-Instruct-33M,int8,prefill,64,Quantize,fp32,24,7077888
TinyStories-Instruct-33M,int8,prefill,64,GELU,fp32,4,7077888
TinyStories-Instruct-33M,int8,prefill,64,Dequantize,fp32,24,3538944
TinyStories-Instruct-33M,int8,prefill,64,LayerNorm,fp32,9,2656512
TinyStories-Instruct-33M,int8,prefill,64,Softmax,fp32,4,1310720
TinyStories-Instruct-33M,int8,prefill,64,Embedding,fp32,2,0
TinyStories-Instruct-33M,int4,prefill,64,Linear (lm_head),fp32,1,4940464128
TinyStories-Instruct-33M,int4,prefill,64,Linear,fp32,24,3625058304
TinyStories-Instruct-33M,int4,prefill,64,GroupedQueryAttention,fp32,4,50593792
TinyStories-Instruct-33M,int4,prefill,64,Dequantize,fp32,24,28311552
TinyStories-Instruct-33M,int4,prefill,64,GELU,fp32,4,7077888
TinyStories-Instruct-33M,int4,prefill,64,LayerNorm,fp32,9,2656512
TinyStories-Instruct-33M,int4,prefill,64,Softmax,fp32,4,1310720
TinyStories-Instruct-33M,int4,prefill,64,Embedding,fp32,2,0
TinyStories-Instruct-33M,fp32,prefill,128,Linear (lm_head),fp32,1,9880928256
TinyStories-Instruct-33M,fp32,prefill,128,Linear,fp32,24,7250116608
TinyStories-Instruct-33M,fp32,prefill,128,GroupedQueryAttention,fp32,4,202375168
TinyStories-Instruct-33M,fp32,prefill,128,GELU,fp32,4,14155776
TinyStories-Instruct-33M,fp32,prefill,128,LayerNorm,fp32,9,5313024
TinyStories-Instruct-33M,fp32,prefill,128,Softmax,fp32,4,5242880
TinyStories-Instruct-33M,fp32,prefill,128,Embedding,fp32,2,0
TinyStories-Instruct-33M,bf16,prefill,128,Linear (lm_head),bf16,1,9880928256
TinyStories-Instruct-33M,bf16,prefill,128,Linear,bf16,24,7250116608
TinyStories-Instruct-33M,bf16,prefill,128,GroupedQueryAttention,bf16,4,202375168
TinyStories-Instruct-33M,bf16,prefill,128,GELU,bf16,4,14155776
TinyStories-Instruct-33M,bf16,prefill,128,LayerNorm,bf16,9,5313024
TinyStories-Instruct-33M,bf16,prefill,128,Softmax,bf16,4,5242880
TinyStories-Instruct-33M,bf16,prefill,128,Embedding,bf16,2,0
TinyStories-Instruct-33M,int8,prefill,128,Linear (lm_head),fp32,1,9880928256
TinyStories-Instruct-33M,int8,prefill,128,Linear,int8,24,7250116608
TinyStories-Instruct-33M,int8,prefill,128,GroupedQueryAttention,fp32,4,202375168
TinyStories-Instruct-33M,int8,prefill,128,Quantize,fp32,24,14155776
TinyStories-Instruct-33M,int8,prefill,128,GELU,fp32,4,14155776
TinyStories-Instruct-33M,int8,prefill,128,Dequantize,fp32,24,7077888
TinyStories-Instruct-33M,int8,prefill,128,LayerNorm,fp32,9,5313024
TinyStories-Instruct-33M,int8,prefill,128,Softmax,fp32,4,5242880
TinyStories-Instruct-33M,int8,prefill,128,Embedding,fp32,2,0
TinyStories-Instruct-33M,int4,prefill,128,Linear (lm_head),fp32,1,9880928256
TinyStories-Instruct-33M,int4,prefill,128,Linear,fp32,24,7250116608
TinyStories-Instruct-33M,int4,prefill,128,GroupedQueryAttention,fp32,4,202375168
TinyStories-Instruct-33M,int4,prefill,128,Dequantize,fp32,24,28311552
TinyStories-Instruct-33M,int4,prefill,128,GELU,fp32,4,14155776
TinyStories-Instruct-33M,int4,prefill,128,LayerNorm,fp32,9,5313024
TinyStories-Instruct-33M,int4,prefill,128,Softmax,fp32,4,5242880
TinyStories-Instruct-33M,int4,prefill,128,Embedding,fp32,2,0
TinyStories-Instruct-33M,fp32,prefill,256,Linear (lm_head),fp32,1,19761856512
TinyStories-Instruct-33M,fp32,prefill,256,Linear,fp32,24,14500233216
TinyStories-Instruct-33M,fp32,prefill,256,GroupedQueryAttention,fp32,4,809500672
TinyStories-Instruct-33M,fp32,prefill,256,GELU,fp32,4,28311552
TinyStories-Instruct-33M,fp32,prefill,256,Softmax,fp32,4,20971520
TinyStories-Instruct-33M,fp32,prefill,256,LayerNorm,fp32,9,10626048
TinyStories-Instruct-33M,fp32,prefill,256,Embedding,fp32,2,0
TinyStories-Instruct-33M,bf16,prefill,256,Linear (lm_head),bf16,1,19761856512
TinyStories-Instruct-33M,bf16,prefill,256,Linear,bf16,24,14500233216
TinyStories-Instruct-33M,bf16,prefill,256,GroupedQueryAttention,bf16,4,809500672
TinyStories-Instruct-33M,bf16,prefill,256,GELU,bf16,4,28311552
TinyStories-Instruct-33M,bf16,prefill,256,Softmax,bf16,4,20971520
TinyStories-Instruct-33M,bf16,prefill,256,LayerNorm,bf16,9,10626048
TinyStories-Instruct-33M,bf16,prefill,256,Embedding,bf16,2,0
TinyStories-Instruct-33M,int8,prefill,256,Linear (lm_head),fp32,1,19761856512
TinyStories-Instruct-33M,int8,prefill,256,Linear,int8,24,14500233216
TinyStories-Instruct-33M,int8,prefill,256,GroupedQueryAttention,fp32,4,809500672
TinyStories-Instruct-33M,int8,prefill,256,Quantize,fp32,24,28311552
TinyStories-Instruct-33M,int8,prefill,256,GELU,fp32,4,28311552
TinyStories-Instruct-33M,int8,prefill,256,Softmax,fp32,4,20971520
TinyStories-Instruct-33M,int8,prefill,256,Dequantize,fp32,24,14155776
TinyStories-Instruct-33M,int8,prefill,256,LayerNorm,fp32,9,10626048
TinyStories-Instruct-33M,int8,prefill,256,Embedding,fp32,2,0
TinyStories-Instruct-33M,int4,prefill,256,Linear (lm_head),fp32,1,19761856512
TinyStories-Instruct-33M,int4,prefill,256,Linear,fp32,24,14500233216
TinyStories-Instruct-33M,int4,prefill,256,GroupedQueryAttention,fp32,4,809500672
TinyStories-Instruct-33M,int4,prefill,256,Dequantize,fp32,24,28311552
TinyStories-Instruct-33M,int4,prefill,256,GELU,fp32,4,28311552
TinyStories-Instruct-33M,int4,prefill,256,Softmax,fp32,4,20971520
TinyStories-Instruct-33M,int4,prefill,256,LayerNorm,fp32,9,10626048
TinyStories-Instruct-33M,int4,prefill,256,Embedding,fp32,2,0
TinyStories-Instruct-33M,fp32,prefill,512,Linear (lm_head),fp32,1,39523713024
TinyStories-Instruct-33M,fp32,prefill,512,Linear,fp32,24,29000466432
TinyStories-Instruct-33M,fp32,prefill,512,GroupedQueryAttention,fp32,4,3238002688
TinyStories-Instruct-33M,fp32,prefill,512,Softmax,fp32,4,83886080
TinyStories-Instruct-33M,fp32,prefill,512,GELU,fp32,4,56623104
TinyStories-Instruct-33M,fp32,prefill,512,LayerNorm,fp32,9,21252096
TinyStories-Instruct-33M,fp32,prefill,512,Embedding,fp32,2,0
TinyStories-Instruct-33M,bf16,prefill,512,Linear (lm_head),bf16,1,39523713024
TinyStories-Instruct-33M,bf16,prefill,512,Linear,bf16,24,29000466432
TinyStories-Instruct-33M,bf16,prefill,512,GroupedQueryAttention,bf16,4,3238002688
TinyStories-Instruct-33M,bf16,prefill,512,Softmax,bf16,4,83886080
TinyStories-Instruct-33M,bf16,prefill,512,GELU,bf16,4,56623104
TinyStories-Instruct-33M,bf16,prefill,512,LayerNorm,bf16,9,21252096
TinyStories-Instruct-33M,bf16,prefill,512,Embedding,bf16,2,0
TinyStories-Instruct-33M,int8,prefill,512,Linear (lm_head),fp32,1,39523713024
TinyStories-Instruct-33M,int8,prefill,512,Linear,int8,24,29000466432
TinyStories-Instruct-33M,int8,prefill,512,GroupedQueryAttention,fp32,4,3238002688
TinyStories-Instruct-33M,int8,prefill,512,Softmax,fp32,4,83886080
TinyStories-Instruct-33M,int8,prefill,512,Quantize,fp32,24,56623104
TinyStories-Instruct-33M,int8,prefill,512,GELU,fp32,4,56623104
TinyStories-Instruct-33M,int8,prefill,512,Dequantize,fp32,24,28311552
TinyStories-Instruct-33M,int8,prefill,512,LayerNorm,fp32,9,21252096
TinyStories-Instruct-33M,int8,prefill,512,Embedding,fp32,2,0
TinyStories-Instruct-33M,int4,prefill,512,Linear (lm_head),fp32,1,39523713024
TinyStories-Instruct-33M,int4,prefill,512,Linear,fp32,24,29000466432
TinyStories-Instruct-33M,int4,prefill,512,GroupedQueryAttention,fp32,4,3238002688
TinyStories-Instruct-33M,int4,prefill,512,Softmax,fp32,4,83886080
TinyStories-Instruct-33M,int4,prefill,512,GELU,fp32,4,56623104
TinyStories-Instruct-33M,int4,prefill,512,Dequantize,fp32,24,28311552
TinyStories-Instruct-33M,int4,prefill,512,LayerNorm,fp32,9,21252096
TinyStories-Instruct-33M,int4,prefill,512,Embedding,fp32,2,0
TinyStories-Instruct-33M,fp32,prefill,1024,Linear (lm_head),fp32,1,79047426048
TinyStories-Instruct-33M,fp32,prefill,1024,Linear,fp32,24,58000932864
TinyStories-Instruct-33M,fp32,prefill,1024,GroupedQueryAttention,fp32,4,12952010752
TinyStories-Instruct-33M,fp32,prefill,1024,Softmax,fp32,4,335544320
TinyStories-Instruct-33M,fp32,prefill,1024,GELU,fp32,4,113246208
TinyStories-Instruct-33M,fp32,prefill,1024,LayerNorm,fp32,9,42504192
TinyStories-Instruct-33M,fp32,prefill,1024,Embedding,fp32,2,0
TinyStories-Instruct-33M,bf16,prefill,1024,Linear (lm_head),bf16,1,79047426048
TinyStories-Instruct-33M,bf16,prefill,1024,Linear,bf16,24,58000932864
TinyStories-Instruct-33M,bf16,prefill,1024,GroupedQueryAttention,bf16,4,12952010752
TinyStories-Instruct-33M,bf16,prefill,1024,Softmax,bf16,4,335544320
TinyStories-Instruct-33M,bf16,prefill,1024,GELU,bf16,4,113246208
TinyStories-Instruct-33M,bf16,prefill,1024,LayerNorm,bf16,9,42504192
TinyStories-Instruct-33M,bf16,prefill,1024,Embedding,bf16,2,0
TinyStories-Instruct-33M,int8,prefill,1024,Linear (lm_head),fp32,1,79047426048
TinyStories-Instruct-33M,int8,prefill,1024,Linear,int8,24,58000932864
TinyStories-Instruct-33M,int8,prefill,1024,GroupedQueryAttention,fp32,4,12952010752
TinyStories-Instruct-33M,int8,prefill,1024,Softmax,fp32,4,335544320
TinyStories-Instruct-33M,int8,prefill,1024,Quantize,fp32,24,113246208
